datetime,cpu,mem
Thu Oct 27 00:58:45 GMT 2022,12,1490888
Thu Oct 27 00:58:46 GMT 2022,12,1492368
Thu Oct 27 00:58:47 GMT 2022,12,1486648
Thu Oct 27 00:58:49 GMT 2022,12,1486716
Thu Oct 27 00:58:50 GMT 2022,12,1486864
Thu Oct 27 00:58:52 GMT 2022,12,1488292
Thu Oct 27 00:58:53 GMT 2022,12,1486908
Thu Oct 27 00:58:55 GMT 2022,12,1487052
Thu Oct 27 00:58:56 GMT 2022,12,1487348
Thu Oct 27 00:58:58 GMT 2022,12,1488632
Thu Oct 27 00:58:59 GMT 2022,12,1487208
Thu Oct 27 00:59:01 GMT 2022,12,1487464
Thu Oct 27 00:59:02 GMT 2022,12,1487312
Thu Oct 27 00:59:04 GMT 2022,12,1489096
Thu Oct 27 00:59:05 GMT 2022,13,1487456
Thu Oct 27 00:59:07 GMT 2022,13,1487580
Thu Oct 27 00:59:08 GMT 2022,13,1487600
Thu Oct 27 00:59:10 GMT 2022,13,1489108
Thu Oct 27 00:59:11 GMT 2022,12,1487564
Thu Oct 27 00:59:13 GMT 2022,12,1487752
Thu Oct 27 00:59:14 GMT 2022,12,1487812
Thu Oct 27 00:59:16 GMT 2022,12,1489324
Thu Oct 27 00:59:17 GMT 2022,12,1487884
Thu Oct 27 00:59:18 GMT 2022,12,1487908
Thu Oct 27 00:59:20 GMT 2022,12,1487324
Thu Oct 27 00:59:21 GMT 2022,12,1488904
Thu Oct 27 00:59:23 GMT 2022,13,1487636
Thu Oct 27 00:59:24 GMT 2022,13,1487828
Thu Oct 27 00:59:26 GMT 2022,13,1487756
Thu Oct 27 00:59:27 GMT 2022,13,1489156
Thu Oct 27 00:59:29 GMT 2022,13,1487840
Thu Oct 27 00:59:30 GMT 2022,13,1487776
Thu Oct 27 00:59:32 GMT 2022,13,1487752
Thu Oct 27 00:59:33 GMT 2022,13,1489316
Thu Oct 27 00:59:35 GMT 2022,13,1487972
Thu Oct 27 00:59:36 GMT 2022,13,1488020
Thu Oct 27 00:59:38 GMT 2022,13,1488244
Thu Oct 27 00:59:39 GMT 2022,13,1489656
Thu Oct 27 00:59:41 GMT 2022,12,1488288
Thu Oct 27 00:59:42 GMT 2022,12,1488340
Thu Oct 27 00:59:44 GMT 2022,12,1488512
Thu Oct 27 00:59:45 GMT 2022,12,1490160
Thu Oct 27 00:59:47 GMT 2022,12,1488744
Thu Oct 27 00:59:48 GMT 2022,12,1488768
Thu Oct 27 00:59:49 GMT 2022,12,1486296
Thu Oct 27 00:59:51 GMT 2022,12,1490420
Thu Oct 27 00:59:52 GMT 2022,12,1489048
Thu Oct 27 00:59:54 GMT 2022,12,1489132
Thu Oct 27 00:59:55 GMT 2022,12,1489104
Thu Oct 27 00:59:57 GMT 2022,12,1490648
Thu Oct 27 00:59:58 GMT 2022,12,1489296
Thu Oct 27 01:00:00 GMT 2022,12,1489432
Thu Oct 27 01:00:01 GMT 2022,12,1489552
Thu Oct 27 01:00:03 GMT 2022,12,1491284
Thu Oct 27 01:00:04 GMT 2022,13,1489952
Thu Oct 27 01:00:06 GMT 2022,13,1489912
