datetime,cpu,mem
Thu Oct 27 01:15:33 GMT 2022,12,1504271
Thu Oct 27 01:15:34 GMT 2022,12,1504211
Thu Oct 27 01:15:36 GMT 2022,12,1505839
Thu Oct 27 01:15:37 GMT 2022,12,1504323
Thu Oct 27 01:15:39 GMT 2022,12,1504423
Thu Oct 27 01:15:40 GMT 2022,12,1505147
Thu Oct 27 01:15:42 GMT 2022,12,1506251
Thu Oct 27 01:15:43 GMT 2022,12,1505275
Thu Oct 27 01:15:44 GMT 2022,12,1505311
Thu Oct 27 01:15:46 GMT 2022,12,1505451
Thu Oct 27 01:15:47 GMT 2022,12,1506919
Thu Oct 27 01:15:49 GMT 2022,12,1502751
Thu Oct 27 01:15:50 GMT 2022,12,1502819
Thu Oct 27 01:15:52 GMT 2022,12,1502903
Thu Oct 27 01:15:53 GMT 2022,12,1500747
Thu Oct 27 01:15:55 GMT 2022,12,1499347
Thu Oct 27 01:15:56 GMT 2022,12,1499455
Thu Oct 27 01:15:57 GMT 2022,12,1499567
Thu Oct 27 01:15:59 GMT 2022,12,1501871
Thu Oct 27 01:16:00 GMT 2022,14,1500503
Thu Oct 27 01:16:02 GMT 2022,14,1500855
Thu Oct 27 01:16:03 GMT 2022,14,1501011
Thu Oct 27 01:16:05 GMT 2022,14,1502511
Thu Oct 27 01:16:06 GMT 2022,13,1500991
Thu Oct 27 01:16:08 GMT 2022,13,1501063
Thu Oct 27 01:16:09 GMT 2022,13,1501067
Thu Oct 27 01:16:11 GMT 2022,13,1502639
Thu Oct 27 01:16:12 GMT 2022,13,1501195
Thu Oct 27 01:16:14 GMT 2022,13,1501223
Thu Oct 27 01:16:15 GMT 2022,13,1501315
Thu Oct 27 01:16:16 GMT 2022,13,1502795
Thu Oct 27 01:16:18 GMT 2022,12,1501427
Thu Oct 27 01:16:19 GMT 2022,12,1501463
Thu Oct 27 01:16:21 GMT 2022,12,1501503
Thu Oct 27 01:16:22 GMT 2022,12,1503007
Thu Oct 27 01:16:24 GMT 2022,12,1501679
Thu Oct 27 01:16:25 GMT 2022,12,1501691
Thu Oct 27 01:16:27 GMT 2022,12,1501787
Thu Oct 27 01:16:28 GMT 2022,12,1503411
Thu Oct 27 01:16:30 GMT 2022,14,1501747
Thu Oct 27 01:16:31 GMT 2022,14,1502123
Thu Oct 27 01:16:33 GMT 2022,14,1502147
Thu Oct 27 01:16:34 GMT 2022,14,1503619
Thu Oct 27 01:16:35 GMT 2022,12,1502131
Thu Oct 27 01:16:37 GMT 2022,12,1502255
Thu Oct 27 01:16:38 GMT 2022,12,1502583
Thu Oct 27 01:16:40 GMT 2022,12,1504107
Thu Oct 27 01:16:41 GMT 2022,12,1502619
Thu Oct 27 01:16:43 GMT 2022,12,1502695
Thu Oct 27 01:16:44 GMT 2022,12,1502927
Thu Oct 27 01:16:46 GMT 2022,12,1504499
Thu Oct 27 01:16:47 GMT 2022,12,1503123
Thu Oct 27 01:16:49 GMT 2022,12,1503199
Thu Oct 27 01:16:50 GMT 2022,12,1503247
Thu Oct 27 01:16:51 GMT 2022,12,1504747
Thu Oct 27 01:16:53 GMT 2022,12,1503711
Thu Oct 27 01:16:54 GMT 2022,12,1503667
Thu Oct 27 01:16:56 GMT 2022,12,1503735
Thu Oct 27 01:16:57 GMT 2022,12,1505283
Thu Oct 27 01:16:59 GMT 2022,12,1503799
Thu Oct 27 01:17:00 GMT 2022,12,1503927
Thu Oct 27 01:17:01 GMT 2022,12,1504131
Thu Oct 27 01:17:03 GMT 2022,12,1505699
Thu Oct 27 01:17:04 GMT 2022,13,1504375
Thu Oct 27 01:17:06 GMT 2022,13,1504543
Thu Oct 27 01:17:07 GMT 2022,13,1504667
Thu Oct 27 01:17:09 GMT 2022,13,1506299
Thu Oct 27 01:17:10 GMT 2022,12,1504927
Thu Oct 27 01:17:12 GMT 2022,12,1505003
Thu Oct 27 01:17:13 GMT 2022,12,1505047
Thu Oct 27 01:17:15 GMT 2022,12,1506487
Thu Oct 27 01:17:16 GMT 2022,12,1505315
Thu Oct 27 01:17:18 GMT 2022,12,1505355
Thu Oct 27 01:17:19 GMT 2022,12,1505539
Thu Oct 27 01:17:20 GMT 2022,12,1507147
Thu Oct 27 01:17:22 GMT 2022,12,1505695
Thu Oct 27 01:17:23 GMT 2022,12,1505959
Thu Oct 27 01:17:25 GMT 2022,12,1506049
