datetime,cpu,mem
Thu Oct 27 00:13:26 GMT 2022,13,1452533
Thu Oct 27 00:13:27 GMT 2022,13,1452601
Thu Oct 27 00:13:28 GMT 2022,13,1454021
Thu Oct 27 00:13:30 GMT 2022,12,1452657
Thu Oct 27 00:13:31 GMT 2022,12,1452657
Thu Oct 27 00:13:33 GMT 2022,12,1452949
Thu Oct 27 00:13:34 GMT 2022,12,1454293
Thu Oct 27 00:13:36 GMT 2022,12,1453029
Thu Oct 27 00:13:37 GMT 2022,12,1452897
Thu Oct 27 00:13:38 GMT 2022,12,1453125
Thu Oct 27 00:13:40 GMT 2022,12,1454677
Thu Oct 27 00:13:41 GMT 2022,12,1453201
Thu Oct 27 00:13:43 GMT 2022,12,1453149
Thu Oct 27 00:13:44 GMT 2022,12,1453633
Thu Oct 27 00:13:45 GMT 2022,12,1455097
Thu Oct 27 00:13:47 GMT 2022,12,1453581
Thu Oct 27 00:13:48 GMT 2022,12,1453749
Thu Oct 27 00:13:50 GMT 2022,12,1453789
Thu Oct 27 00:13:51 GMT 2022,12,1455229
Thu Oct 27 00:13:53 GMT 2022,12,1453933
Thu Oct 27 00:13:54 GMT 2022,12,1454001
Thu Oct 27 00:13:56 GMT 2022,12,1454053
Thu Oct 27 00:13:57 GMT 2022,12,1455737
Thu Oct 27 00:13:59 GMT 2022,12,1454293
Thu Oct 27 00:14:00 GMT 2022,12,1454369
Thu Oct 27 00:14:01 GMT 2022,12,1454605
Thu Oct 27 00:14:03 GMT 2022,12,1456109
Thu Oct 27 00:14:04 GMT 2022,13,1454629
Thu Oct 27 00:14:06 GMT 2022,13,1454669
Thu Oct 27 00:14:07 GMT 2022,13,1454997
Thu Oct 27 00:14:08 GMT 2022,13,1456317
Thu Oct 27 00:14:10 GMT 2022,12,1454833
Thu Oct 27 00:14:11 GMT 2022,12,1454929
Thu Oct 27 00:14:13 GMT 2022,12,1454861
Thu Oct 27 00:14:14 GMT 2022,12,1456441
Thu Oct 27 00:14:16 GMT 2022,13,1455373
Thu Oct 27 00:14:17 GMT 2022,13,1455437
Thu Oct 27 00:14:18 GMT 2022,13,1455365
Thu Oct 27 00:14:20 GMT 2022,13,1456893
Thu Oct 27 00:14:21 GMT 2022,12,1455413
Thu Oct 27 00:14:23 GMT 2022,12,1455513
Thu Oct 27 00:14:24 GMT 2022,12,1455913
Thu Oct 27 00:14:25 GMT 2022,12,1457485
Thu Oct 27 00:14:27 GMT 2022,13,1456289
Thu Oct 27 00:14:28 GMT 2022,13,1456337
Thu Oct 27 00:14:30 GMT 2022,13,1456177
Thu Oct 27 00:14:31 GMT 2022,13,1457757
Thu Oct 27 00:14:33 GMT 2022,12,1456381
Thu Oct 27 00:14:34 GMT 2022,12,1456545
Thu Oct 27 00:14:35 GMT 2022,12,1456789
Thu Oct 27 00:14:37 GMT 2022,12,1458205
Thu Oct 27 00:14:38 GMT 2022,12,1456937
Thu Oct 27 00:14:40 GMT 2022,12,1457169
Thu Oct 27 00:14:41 GMT 2022,12,1457245
Thu Oct 27 00:14:43 GMT 2022,12,1458825
Thu Oct 27 00:14:44 GMT 2022,12,1457637
Thu Oct 27 00:14:45 GMT 2022,12,1457733
Thu Oct 27 00:14:47 GMT 2022,12,1457973
Thu Oct 27 00:14:48 GMT 2022,12,1459129
Thu Oct 27 00:14:50 GMT 2022,12,1458037
Thu Oct 27 00:14:51 GMT 2022,12,1458213
Thu Oct 27 00:14:52 GMT 2022,12,1455517
Thu Oct 27 00:14:54 GMT 2022,12,1457074
Thu Oct 27 00:14:55 GMT 2022,13,1455786
Thu Oct 27 00:14:57 GMT 2022,13,1452390
Thu Oct 27 00:14:58 GMT 2022,13,1452442
Thu Oct 27 00:15:00 GMT 2022,13,1453998
Thu Oct 27 00:15:01 GMT 2022,13,1452558
Thu Oct 27 00:15:02 GMT 2022,13,1452650
Thu Oct 27 00:15:04 GMT 2022,13,1452910
Thu Oct 27 00:15:05 GMT 2022,13,1454466
Thu Oct 27 00:15:07 GMT 2022,13,1453070
Thu Oct 27 00:15:08 GMT 2022,13,1453034
Thu Oct 27 00:15:09 GMT 2022,13,1453138
Thu Oct 27 00:15:11 GMT 2022,13,1454666
Thu Oct 27 00:15:12 GMT 2022,12,1453354
Thu Oct 27 00:15:14 GMT 2022,12,1453354
Thu Oct 27 00:15:15 GMT 2022,12,1453470
Thu Oct 27 00:15:17 GMT 2022,12,1454978
Thu Oct 27 00:15:18 GMT 2022,12,1453626
Thu Oct 27 00:15:19 GMT 2022,12,1453734
Thu Oct 27 00:15:21 GMT 2022,12,1453722
Thu Oct 27 00:15:22 GMT 2022,12,1455250
Thu Oct 27 00:15:24 GMT 2022,12,1454118
Thu Oct 27 00:15:25 GMT 2022,12,1454146
Thu Oct 27 00:15:26 GMT 2022,12,1454230
Thu Oct 27 00:15:28 GMT 2022,12,1455674
Thu Oct 27 00:15:29 GMT 2022,13,1454378
Thu Oct 27 00:15:31 GMT 2022,13,1451954
Thu Oct 27 00:15:32 GMT 2022,13,1451602
Thu Oct 27 00:15:33 GMT 2022,13,1452950
Thu Oct 27 00:15:35 GMT 2022,13,1451642
Thu Oct 27 00:15:36 GMT 2022,13,1451798
Thu Oct 27 00:15:38 GMT 2022,13,1451842
Thu Oct 27 00:15:39 GMT 2022,13,1453254
Thu Oct 27 00:15:41 GMT 2022,12,1451930
Thu Oct 27 00:15:42 GMT 2022,12,1452026
Thu Oct 27 00:15:43 GMT 2022,12,1452218
Thu Oct 27 00:15:45 GMT 2022,12,1453722
Thu Oct 27 00:15:46 GMT 2022,13,1452350
Thu Oct 27 00:15:48 GMT 2022,13,1452358
Thu Oct 27 00:15:49 GMT 2022,13,1452278
Thu Oct 27 00:15:50 GMT 2022,13,1453874
Thu Oct 27 00:15:52 GMT 2022,12,1452678
Thu Oct 27 00:15:53 GMT 2022,12,1526362
Thu Oct 27 00:15:54 GMT 2022,12,1527114
Thu Oct 27 00:15:56 GMT 2022,12,1528482
Thu Oct 27 00:15:58 GMT 2022,0,1527086
Thu Oct 27 00:15:59 GMT 2022,0,1527162
Thu Oct 27 00:16:01 GMT 2022,0,1453250
Thu Oct 27 00:16:02 GMT 2022,0,1454786
Thu Oct 27 00:16:04 GMT 2022,0,1453506
Thu Oct 27 00:16:05 GMT 2022,0,1453658
Thu Oct 27 00:16:07 GMT 2022,0,1453674
Thu Oct 27 00:16:08 GMT 2022,0,1455206
Thu Oct 27 00:16:09 GMT 2022,12,1453834
Thu Oct 27 00:16:11 GMT 2022,12,1453970
Thu Oct 27 00:16:12 GMT 2022,12,1454182
Thu Oct 27 00:16:14 GMT 2022,12,1455742
Thu Oct 27 00:16:15 GMT 2022,12,1454330
Thu Oct 27 00:16:17 GMT 2022,12,1454442
Thu Oct 27 00:16:18 GMT 2022,12,1454558
Thu Oct 27 00:16:19 GMT 2022,12,1456126
Thu Oct 27 00:16:21 GMT 2022,12,1454750
Thu Oct 27 00:16:22 GMT 2022,12,1454982
Thu Oct 27 00:16:24 GMT 2022,12,1455398
Thu Oct 27 00:16:25 GMT 2022,12,1457038
Thu Oct 27 00:16:27 GMT 2022,13,1453010
Thu Oct 27 00:16:28 GMT 2022,13,1453050
Thu Oct 27 00:16:29 GMT 2022,13,1453146
Thu Oct 27 00:16:31 GMT 2022,13,1454586
Thu Oct 27 00:16:32 GMT 2022,13,1449598
Thu Oct 27 00:16:33 GMT 2022,13,1449670
Thu Oct 27 00:16:35 GMT 2022,13,1449830
Thu Oct 27 00:16:36 GMT 2022,13,1451338
Thu Oct 27 00:16:38 GMT 2022,12,1449974
Thu Oct 27 00:16:39 GMT 2022,12,1450070
Thu Oct 27 00:16:40 GMT 2022,12,1450109
