datetime,cpu,mem
Thu Oct 27 00:40:35 GMT 2022,0,1470761
Thu Oct 27 00:40:36 GMT 2022,0,1458672
Thu Oct 27 00:40:38 GMT 2022,0,1456118
Thu Oct 27 00:40:39 GMT 2022,0,1456198
Thu Oct 27 00:40:41 GMT 2022,0,1460413
Thu Oct 27 00:40:42 GMT 2022,12,1458932
Thu Oct 27 00:40:44 GMT 2022,12,1458808
Thu Oct 27 00:40:45 GMT 2022,12,1458804
Thu Oct 27 00:40:46 GMT 2022,12,1460629
Thu Oct 27 00:40:48 GMT 2022,13,1459388
Thu Oct 27 00:40:49 GMT 2022,13,1459392
Thu Oct 27 00:40:51 GMT 2022,13,1459368
Thu Oct 27 00:40:52 GMT 2022,13,1460485
Thu Oct 27 00:40:54 GMT 2022,13,1458576
Thu Oct 27 00:40:55 GMT 2022,13,1458568
Thu Oct 27 00:40:57 GMT 2022,13,1458660
Thu Oct 27 00:40:58 GMT 2022,13,1460681
Thu Oct 27 00:41:00 GMT 2022,12,1458824
Thu Oct 27 00:41:01 GMT 2022,12,1459036
Thu Oct 27 00:41:02 GMT 2022,12,1455064
Thu Oct 27 00:41:04 GMT 2022,12,1456477
Thu Oct 27 00:41:05 GMT 2022,14,1454864
Thu Oct 27 00:41:07 GMT 2022,14,1454908
Thu Oct 27 00:41:08 GMT 2022,14,1450744
Thu Oct 27 00:41:10 GMT 2022,14,1452309
Thu Oct 27 00:41:11 GMT 2022,13,1450940
Thu Oct 27 00:41:13 GMT 2022,13,1451184
Thu Oct 27 00:41:14 GMT 2022,13,1451092
Thu Oct 27 00:41:16 GMT 2022,13,1452689
Thu Oct 27 00:41:17 GMT 2022,12,1451152
Thu Oct 27 00:41:19 GMT 2022,12,1451392
Thu Oct 27 00:41:20 GMT 2022,12,1451424
Thu Oct 27 00:41:21 GMT 2022,12,1453045
Thu Oct 27 00:41:23 GMT 2022,12,1451752
Thu Oct 27 00:41:24 GMT 2022,12,1451724
Thu Oct 27 00:41:26 GMT 2022,12,1451884
Thu Oct 27 00:41:27 GMT 2022,12,1453445
Thu Oct 27 00:41:29 GMT 2022,12,1451848
Thu Oct 27 00:41:30 GMT 2022,12,1451992
Thu Oct 27 00:41:32 GMT 2022,12,1451996
Thu Oct 27 00:41:33 GMT 2022,12,1453653
Thu Oct 27 00:41:35 GMT 2022,12,1452252
Thu Oct 27 00:41:36 GMT 2022,12,1451532
Thu Oct 27 00:41:37 GMT 2022,12,1451688
Thu Oct 27 00:41:39 GMT 2022,12,1453161
Thu Oct 27 00:41:40 GMT 2022,12,1451740
Thu Oct 27 00:41:42 GMT 2022,12,1451880
Thu Oct 27 00:41:43 GMT 2022,12,1451928
Thu Oct 27 00:41:44 GMT 2022,12,1453589
Thu Oct 27 00:41:46 GMT 2022,0,1451788
Thu Oct 27 00:41:48 GMT 2022,0,1451828
Thu Oct 27 00:41:49 GMT 2022,0,1451972
Thu Oct 27 00:41:51 GMT 2022,0,1453333
Thu Oct 27 00:41:52 GMT 2022,0,1451952
Thu Oct 27 00:41:53 GMT 2022,0,1451900
Thu Oct 27 00:41:55 GMT 2022,0,1451904
Thu Oct 27 00:41:56 GMT 2022,0,1453673
Thu Oct 27 00:41:58 GMT 2022,12,1452408
Thu Oct 27 00:41:59 GMT 2022,12,1452240
Thu Oct 27 00:42:01 GMT 2022,12,1452404
Thu Oct 27 00:42:02 GMT 2022,12,1453909
Thu Oct 27 00:42:04 GMT 2022,0,1452632
Thu Oct 27 00:42:05 GMT 2022,0,1452708
Thu Oct 27 00:42:07 GMT 2022,0,1452788
Thu Oct 27 00:42:08 GMT 2022,0,1454497
Thu Oct 27 00:42:10 GMT 2022,0,1453004
Thu Oct 27 00:42:11 GMT 2022,0,1624339
Thu Oct 27 00:42:12 GMT 2022,0,1629799
Thu Oct 27 00:42:14 GMT 2022,0,1631372
Thu Oct 27 00:42:16 GMT 2022,0,1629967
Thu Oct 27 00:42:17 GMT 2022,0,1630135
Thu Oct 27 00:42:19 GMT 2022,0,1559433
Thu Oct 27 00:42:20 GMT 2022,0,1561022
Thu Oct 27 00:42:21 GMT 2022,0,1559741
Thu Oct 27 00:42:23 GMT 2022,0,1560109
Thu Oct 27 00:42:24 GMT 2022,0,1560133
Thu Oct 27 00:42:26 GMT 2022,0,1565162
Thu Oct 27 00:42:27 GMT 2022,17,1633551
Thu Oct 27 00:42:29 GMT 2022,17,1633819
