datetime,cpu,mem
Thu Oct 27 01:32:29 GMT 2022,43,1331623
Thu Oct 27 01:32:31 GMT 2022,10,1331489
Thu Oct 27 01:32:32 GMT 2022,10,1356551
Thu Oct 27 01:32:33 GMT 2022,10,1356371
Thu Oct 27 01:32:35 GMT 2022,10,1362338
Thu Oct 27 01:32:36 GMT 2022,54,1359652
Thu Oct 27 01:32:38 GMT 2022,54,1360383
Thu Oct 27 01:32:39 GMT 2022,54,1360461
Thu Oct 27 01:32:40 GMT 2022,54,1376179
Thu Oct 27 01:32:42 GMT 2022,35,1375508
Thu Oct 27 01:32:43 GMT 2022,35,1375845
Thu Oct 27 01:32:45 GMT 2022,35,1376101
Thu Oct 27 01:32:46 GMT 2022,35,1377602
Thu Oct 27 01:32:48 GMT 2022,29,1376438
Thu Oct 27 01:32:49 GMT 2022,29,1376510
Thu Oct 27 01:32:51 GMT 2022,29,1376486
Thu Oct 27 01:32:52 GMT 2022,29,1378035
Thu Oct 27 01:32:54 GMT 2022,0,1376486
Thu Oct 27 01:32:55 GMT 2022,0,1376554
Thu Oct 27 01:32:57 GMT 2022,0,1376448
Thu Oct 27 01:32:59 GMT 2022,0,1377933
Thu Oct 27 01:33:00 GMT 2022,32,1376524
Thu Oct 27 01:33:02 GMT 2022,32,1376598
Thu Oct 27 01:33:04 GMT 2022,32,1376874
Thu Oct 27 01:33:05 GMT 2022,32,1378335
Thu Oct 27 01:33:07 GMT 2022,31,1378474
