datetime,cpu,mem
Wed Oct 26 23:27:21 GMT 2022,4,1417686
Wed Oct 26 23:27:22 GMT 2022,4.5,1336051
Wed Oct 26 23:27:23 GMT 2022,4.5,1449512
Wed Oct 26 23:27:25 GMT 2022,4.5,1410902
Wed Oct 26 23:27:26 GMT 2022,4.5,1412805
Wed Oct 26 23:27:27 GMT 2022,48,1403140
Wed Oct 26 23:27:28 GMT 2022,48,1401970
Wed Oct 26 23:27:30 GMT 2022,48,1402062
Wed Oct 26 23:27:31 GMT 2022,48,1403600
Wed Oct 26 23:27:32 GMT 2022,39,1400124
