datetime,cpu,mem
Wed Oct 26 23:34:51 GMT 2022,60,1425310
Wed Oct 26 23:34:52 GMT 2022,0,1341936
Wed Oct 26 23:34:53 GMT 2022,0,1444462
Wed Oct 26 23:34:55 GMT 2022,0,1419998
Wed Oct 26 23:34:56 GMT 2022,0,1421950
Wed Oct 26 23:34:57 GMT 2022,48,1414234
Wed Oct 26 23:34:59 GMT 2022,48,1409106
Wed Oct 26 23:35:00 GMT 2022,48,1409258
Wed Oct 26 23:35:01 GMT 2022,48,1410669
Wed Oct 26 23:35:03 GMT 2022,39,1401670
