datetime,cpu,mem
Thu Oct 27 00:52:19 GMT 2022,1.8,1441869
Thu Oct 27 00:52:21 GMT 2022,19,1368398
Thu Oct 27 00:52:22 GMT 2022,19,1434990
Thu Oct 27 00:52:24 GMT 2022,19,1435122
Thu Oct 27 00:52:25 GMT 2022,19,1436615
Thu Oct 27 00:52:26 GMT 2022,43,1425898
Thu Oct 27 00:52:28 GMT 2022,43,1435710
