datetime,cpu,mem
Wed Oct 26 23:43:39 GMT 2022,38,1418678
Wed Oct 26 23:43:41 GMT 2022,4.1,1351496
Wed Oct 26 23:43:42 GMT 2022,4.1,1420621
Wed Oct 26 23:43:43 GMT 2022,4.1,1413237
Wed Oct 26 23:43:45 GMT 2022,4.1,1414753
Wed Oct 26 23:43:46 GMT 2022,41,1404236
Wed Oct 26 23:43:48 GMT 2022,41,1412055
